33B,0.785998534592707
33F,0.760173447062594
34B,1.0418734345997054
34F,1.0292655054396747
35B,0.9797891461960354
35F,0.9828728450112592
36B,1.005150473823453
36F,0.9904251267403482
37B,1.054127867642091
37F,0.9998304837789875
38B,1.2627168126238302
38F,1.2010896323840607
39F,1.3457080613235608
40B,1.146968919771411
40F,1.1025466918392228
41B,1.0905545338901845
41F,1.1067805646297662
42B,1.117404727240796
42F,1.080568415888695
43B,1.2821452113975327
43F,1.2217972842820288
44B,1.1575196268006638
44F,1.1143457081022328
45B,1.0623244655840574
45F,1.071229249034524
46B,1.2896473589144513
46F,1.224899584580276
47B,1.1225438707927782
47F,1.062081491842955
48B,1.0625667301087187
48F,1.0529651033740919
49B,1.1319998914360054
49F,1.1053132861720294
50B,1.05904540365935
50F,1.0448798382116298
51B,0.9930983571127369
51F,1.0267269177353713
52B,1.08042451901015
52F,1.0406239767356054
53B,1.2163621649437026
53F,1.2529092467375549
54B,1.1664635509497847
54F,1.1240357811372181
55B,1.180599453757632
55F,1.1144450637539818
56B,1.1062266762675794
56F,1.0621169685958014
