01B,1.2430168617933561
01F,1.172921379664496
02B,1.36899510697527
02F,1.2886018129758081
03B,1.201890620056281
03F,1.221947881841316
04B,1.1828433646377643
04F,1.1542185487872259
05B,1.1270733893290859
05F,1.153143374816843
05F_2,1.1681907353333019
06B,1.0411313514021696
06F,1.013377333486644
07B,1.2423387394764513
07F,1.2728899668942846
08B,1.1265363858047683
08F,1.0975259044854098
09F,1.1021257950224341
10B,1.2402971604896689
10F,1.1991813412498584
11B,1.1230184739264633
11F,1.1550629989316992
12B,1.2143507409020542
12F,1.2061401635116265
13B,1.0860665681601198
13F,1.0380998374507784
14B,1.267174531779217
14F,1.28533055595325
15B,1.3211467669411323
15F,1.2766586593060016
16B,1.224507318452257
16F,1.1927645077619253
17B,1.14630558386685
17F,1.1268130691592413
temp_no_bkgd,1.1312658086312077
